RatingId,UserId,MovieId,Rating,TimeStamp
106,1,1625,5,964983504
107,1,1644,3,964983536
108,1,1676,3,964982620
109,1,1732,5,964981125
110,1,1777,4,964981230
111,1,1793,4,964981404
112,1,1804,5,964983034
113,1,1805,4,964983056
114,1,1920,4,964981780
115,1,1927,5,964981497
116,1,1954,5,964982176
117,1,1967,4,964981710
118,1,2000,4,964982211
119,1,2005,5,964981710
120,1,2012,4,964984176
121,1,2018,5,964980523
122,1,2028,4,964981888
123,1,2033,5,964982903
124,1,2046,4,964982563
125,1,2048,5,964982791
126,1,2054,4,964981747
127,1,2058,5,964982400
128,1,2078,5,964982838
129,1,2090,5,964982838
130,1,2093,3,964981710
131,1,2094,5,964982653
132,1,2096,4,964982838
133,1,2099,4,964982588
134,1,2105,4,964981725
135,1,2115,5,964982529
136,1,2116,5,964982876
137,1,2137,5,964982791
138,1,2139,5,964982791
139,1,2141,5,964982838
140,1,2143,4,964981725
141,1,2161,5,964981710
142,1,2174,4,964981680
143,1,2193,4,964981710
144,1,2253,2,964981775
145,1,2268,4,964982989
146,1,2273,4,964982310
147,1,2291,5,964983664
148,1,2329,5,964983263
149,1,2338,2,964983546
150,1,2353,5,964983861
151,1,2366,4,964982462
152,1,2387,5,964983123
153,1,2389,2,964983094
154,1,2395,5,964981093
155,1,2406,4,964982310
156,1,2414,3,964982513
157,1,2427,5,964982242
158,1,2450,4,964982620
159,1,2459,5,964983414
160,1,2470,5,964982588
161,1,2478,4,964984169
162,1,2492,4,965719662
163,1,2502,5,964981278
164,1,2528,3,964982328
165,1,2529,5,964982242
166,1,2542,5,964981265
167,1,2571,5,964981888
168,1,2580,5,964983000
169,1,2596,5,964981144
170,1,2616,4,964983080
171,1,2617,2,964982588
172,1,2628,4,964980523
173,1,2640,4,964982377
174,1,2641,5,964982620
175,1,2644,4,964983393
176,1,2648,4,964983414
177,1,2654,5,964983393
178,1,2657,3,964983426
179,1,2692,5,964981855
180,1,2700,5,964980985
181,1,2716,5,964983414
182,1,2761,5,964982703
183,1,2797,4,964981710
184,1,2826,4,964980523
185,1,2858,5,964980868
186,1,2872,5,964981680
187,1,2899,5,964982703
188,1,2916,4,964982290
189,1,2944,5,964981872
190,1,2947,5,964982176
191,1,2948,5,964982191
192,1,2949,5,964981888
193,1,2959,5,964983282
194,1,2985,4,964983034
195,1,2987,5,964982495
196,1,2991,5,964982271
197,1,2993,5,964982242
198,1,2997,4,964980896
199,1,3033,5,964983762
200,1,3034,5,964982791
201,1,3052,5,964981208
202,1,3053,5,964984086
203,1,3062,4,964981872
204,1,3147,5,964983873
205,1,3168,4,964982495
206,1,3176,1,964983504
207,1,3243,3,964981093
208,1,3247,3,964983108
209,1,3253,5,964981107
210,1,3273,5,964983536
211,1,3386,5,964983484
212,1,3439,4,964981799
213,1,3440,4,964981799
214,1,3441,5,964982328
215,1,3448,5,964984054
216,1,3450,5,964981144
217,1,3479,4,964981725
218,1,3489,4,964981775
219,1,3527,4,964982271
220,1,3578,5,964980668
221,1,3617,4,964980683
222,1,3639,4,964982271
223,1,3671,5,964981589
224,1,3702,5,964983737
225,1,3703,5,964981909
226,1,3729,5,964982363
227,1,3740,4,964982417
228,1,3744,4,964980694
229,1,3793,5,964981855
230,1,3809,4,964981220
231,1,4006,4,964982903
232,1,5060,5,964984002
233,2,318,3,1445714835
234,2,333,4,1445715029
235,2,1704,4.5,1445715228
236,2,3578,4,1445714885
237,2,6874,4,1445714952
238,2,8798,3.5,1445714960
239,2,46970,4,1445715013
240,2,48516,4,1445715064
241,2,58559,4.5,1445715141
242,2,60756,5,1445714980
243,2,68157,4.5,1445715154
244,2,71535,3,1445714974
245,2,74458,4,1445714926
246,2,77455,3,1445714941
247,2,79132,4,1445714841
248,2,80489,4.5,1445715340
249,2,80906,5,1445715172
250,2,86345,4,1445715166
251,2,89774,5,1445715189
252,2,91529,3.5,1445714891
253,2,91658,2.5,1445714938
254,2,99114,3.5,1445714874
255,2,106782,5,1445714966
256,2,109487,3,1445715145
257,2,112552,4,1445714882
258,2,114060,2,1445715276
259,2,115713,3.5,1445714854
260,2,122882,5,1445715272
261,2,131724,5,1445714851
262,3,31,0.5,1306463578
263,3,527,0.5,1306464275
264,3,647,0.5,1306463619
265,3,688,0.5,1306464228
266,3,720,0.5,1306463595
267,3,849,5,1306463611
268,3,914,0.5,1306463567
269,3,1093,0.5,1306463627
270,3,1124,0.5,1306464216
271,3,1263,0.5,1306463569
272,3,1272,0.5,1306463624
273,3,1275,3.5,1306463323
274,3,1302,0.5,1306464189
275,3,1371,3,1306463561
276,3,1587,4.5,1306464003
277,3,2018,0.5,1306464175
278,3,2080,0.5,1306463572
279,3,2090,0.5,1306464261
280,3,2105,2,1306463559
281,3,2288,4,1306463631
282,3,2424,0.5,1306464293
283,3,2851,5,1306463925
284,3,3024,4.5,1306464054
285,3,3210,0.5,1306463638
286,3,3703,5,1306463603
287,3,3949,0.5,1306464245
288,3,4518,5,1306463770
289,3,5048,0.5,1306464284
290,3,5181,5,1306463718
291,3,5746,5,1306463708
292,3,5764,4.5,1306464021
293,3,5919,5,1306463825
294,3,6238,0.5,1306464204
295,3,6835,5,1306463670
296,3,7899,4.5,1306464036
297,3,7991,5,1306463684
298,3,26409,4.5,1306463993
299,3,70946,5,1306463815
300,3,72378,0.5,1306464164
301,4,21,3,986935199
302,4,32,2,945173447
303,4,45,3,986935047
304,4,47,2,945173425
305,4,52,3,964622786
306,4,58,3,964538444
307,4,106,4,986848784
308,4,125,5,964622758
309,4,126,1,986848920
310,4,162,5,945078571
311,4,171,3,945078428
312,4,176,5,964622565
313,4,190,2,945079259
314,4,215,5,945079078
315,4,222,1,945629040
316,4,232,5,964622684
317,4,235,2,945173513
318,4,247,3,986848894
319,4,260,5,945079259
320,4,265,5,964538468
321,4,296,1,945173350
322,4,319,5,945079182
323,4,342,5,964538500
324,4,345,4,945629063
325,4,348,4,964622786
326,4,351,3,986934901
327,4,357,3,964623306
328,4,368,4,945078690
329,4,417,2,945078467
330,4,441,1,986934915
331,4,450,2,986848828
332,4,457,5,945079259
333,4,475,5,945174290
334,4,492,5,945079872
335,4,509,1,945079106
336,4,538,5,945078636
337,4,539,1,964538832
338,4,553,2,945079301
339,4,588,4,945079670
340,4,593,5,964539986
341,4,595,3,986848609
342,4,599,2,945078587
343,4,608,5,964540008
344,4,648,3,945079906
345,4,708,4,986935230
346,4,759,3,945078601
347,4,800,4,945079106
348,4,892,4,964622714
349,4,898,5,964623347
350,4,899,4,945079653
351,4,902,4,945078446
352,4,904,4,945079837
353,4,908,5,945173902
354,4,910,5,945173989
355,4,912,5,945173902
356,4,914,5,945079670
357,4,919,5,945079521
358,4,920,5,945173602
359,4,930,5,964538571
360,4,937,3,986849085
361,4,1025,4,945079232
362,4,1046,5,945173654
363,4,1057,3,964540578
364,4,1060,2,986934819
365,4,1073,4,945079483
366,4,1077,5,945173692
367,4,1079,2,945078946
368,4,1080,5,986934696
369,4,1084,5,945079259
370,4,1086,5,964539723
371,4,1094,3,964538500
372,4,1103,5,964539723
373,4,1136,5,986934625
374,4,1179,4,964539180
375,4,1183,1,964778513
376,4,1188,5,964538500
377,4,1196,5,964538763
378,4,1197,5,964538763
379,4,1198,3,964538728
380,4,1199,2,945078967
381,4,1203,5,945174025
382,4,1211,1,964539205
383,4,1213,4,945079729
384,4,1219,4,964539961
385,4,1225,4,964539326
386,4,1250,5,945174008
387,4,1259,4,964538728
388,4,1265,4,964622684
389,4,1266,4,986849037
390,4,1279,2,986934832
391,4,1282,5,945079653
392,4,1283,5,945078690
393,4,1288,4,945079653
394,4,1291,4,964538763
395,4,1304,3,945078467
396,4,1391,1,945173766
397,4,1449,5,945079767
398,4,1466,4,945173492
399,4,1500,4,964622830
400,4,1517,4,945079790
401,4,1580,3,986935244
402,4,1597,1,945079906
403,4,1617,2,945079837
404,4,1641,4,964622758
405,4,1704,1,945629015
406,4,1719,4,945079956
407,4,1732,4,945079889
408,4,1733,5,945079143
409,4,1734,3,964539357
410,4,1834,5,945174134
411,4,1860,2,986849001
412,4,1883,4,964622642
413,4,1885,3,964622617
414,4,1892,2,964539431
415,4,1895,4,945629179
416,4,1907,3,964540505
417,4,1914,4,964622714
418,4,1916,1,986934786
419,4,1923,3,986934870
420,4,1947,5,945079653
421,4,1966,2,964622684
422,4,1967,5,945078967
423,4,1968,4,986934786
424,4,2019,2,945078690
425,4,2076,4,945079052
426,4,2078,5,945079521
427,4,2109,4,986935016
428,4,2145,3,986935328
429,4,2150,5,986934738
430,4,2174,5,964539855
431,4,2186,5,945174008
432,4,2203,4,945079729
433,4,2204,5,964540008
434,4,2282,1,945629238
435,4,2324,1,964622590
436,4,2336,2,964538964
437,4,2351,4,945078467
438,4,2359,4,964622590
439,4,2390,5,945079164
440,4,2395,3,964623306
441,4,2406,4,986935302
442,4,2467,4,945079858
443,4,2571,1,945173385
444,4,2583,5,945078863
445,4,2599,5,964622684
446,4,2628,1,986848894
447,4,2683,4,945079790
448,4,2692,5,945079013
449,4,2712,2,945078542
450,4,2762,4,964539986
451,4,2763,1,964778621
452,4,2770,2,945173553
453,4,2791,5,964539628
454,4,2843,5,945078814
455,4,2858,5,964539140
456,4,2874,4,986935016
457,4,2921,4,945078708
458,4,2926,5,986934870
459,4,2959,2,945078528
460,4,2973,2,945078946
461,4,2997,4,986848610
462,4,3033,4,986936200
463,4,3044,5,945079920
464,4,3060,4,986934884
465,4,3079,3,964778197
466,4,3083,5,964622487
467,4,3160,4,964539121
468,4,3175,1,964538930
469,4,3176,4,964539771
470,4,3204,4,964539828
471,4,3255,4,964623306
472,4,3317,4,986934498
473,4,3358,3,964622758
474,4,3365,5,964538329
475,4,3386,4,964539395
476,4,3408,4,986849238
477,4,3481,2,964538243
478,4,3489,1,986848908
479,4,3508,5,964538351
480,4,3538,2,986849212
481,4,3591,1,986935199
482,4,3788,3,964539085
483,4,3809,3,986936207
484,4,3851,5,986849180
485,4,3897,4,986934465
486,4,3911,3,986849149
487,4,3967,4,986849164
488,4,3996,4,986849130
489,4,4002,3,986934819
490,4,4014,1,986849254
491,4,4020,3,986848856
492,4,4021,4,986849180
493,4,4027,3,986849201
494,4,4029,3,986849226
495,4,4033,4,986849149
496,4,4034,5,986848753
497,4,4074,3,986848665
498,4,4121,4,986934901
499,4,4144,3,986848685
500,4,4166,3,986848700
501,4,4226,2,1007569424
502,4,4239,5,986848685
503,4,4246,4,1007574542
504,4,4252,3,1007569465
505,4,4260,2,1007569424
506,4,4273,4,1007574470
507,4,4308,1,1007569465
508,4,4347,4,1007569586
509,4,4381,3,1007574509
510,4,4641,1,1007569586
511,4,4741,3,1007574532
512,4,4765,5,1007569445
513,4,4881,3,1007569445
514,4,4896,4,1007574532
515,4,4902,4,1007569465
516,4,4967,5,1007569424
517,5,1,4,847434962
518,5,21,4,847435238
519,5,34,4,847434881
520,5,36,4,847435292
521,5,39,3,847434961
522,5,50,4,847434881
523,5,58,5,847435238
524,5,110,4,847434880
525,5,150,3,847434748
526,5,153,3,847434802
527,5,232,4,847435292
528,5,247,5,847435337
529,5,253,3,847435292
530,5,261,4,847435238
531,5,265,3,847435129
532,5,266,1,847435311
533,5,290,5,847435311
534,5,296,5,847434748
535,5,300,3,847435337
536,5,316,2,847434832
537,5,318,3,847434880
538,5,344,3,847434802
539,5,349,3,847434832
540,5,357,2,847435238
541,5,364,3,847434882
542,5,367,4,847435129
543,5,380,2,847434748
544,5,410,3,847435292
545,5,457,4,847434801
546,5,474,4,847435337
547,5,475,5,847435311
548,5,515,3,847435129
549,5,527,5,847434960
550,5,531,4,847435258
551,5,534,3,847435311
552,5,588,4,847434801
553,5,589,3,847435258
554,5,590,5,847434747
555,5,592,3,847434747
556,5,594,5,847435238
557,5,595,5,847434832
558,5,596,5,847435292
559,5,597,3,847434962
560,5,608,3,847435258
561,6,2,4,845553522
562,6,3,5,845554296
563,6,4,3,845554349
564,6,5,5,845553938
565,6,6,4,845553757
566,6,7,4,845554264
567,6,8,3,845555281
568,6,10,3,845553253
569,6,11,4,845553489
570,6,13,3,845555588
571,6,15,4,845554505
572,6,16,4,845553819
573,6,17,4,845553559
574,6,19,2,845553382
575,6,21,2,845553382
576,6,22,5,845553875
577,6,24,4,845554397
578,6,25,3,845553695
579,6,26,4,845555362
580,6,27,3,845555402
581,6,31,3,845553819
582,6,32,4,845553426
583,6,34,4,845553354
584,6,36,5,845553726
585,6,41,4,845554962
586,6,43,4,845555607
587,6,45,3,845553907
588,6,46,4,845554551
589,6,47,4,845553317
590,6,50,1,845553381
591,6,54,4,845555402
592,6,60,4,845554263
593,6,61,4,845555454
594,6,62,4,845553660
595,6,65,3,845555070
596,6,66,3,845555151
597,6,76,4,845555317
598,6,79,3,845554907
599,6,86,5,845556131
600,6,87,3,845555300
601,6,88,2,845555694
602,6,89,4,845555124
603,6,92,4,845555454
604,6,93,4,845554584
605,6,95,4,845553559
606,6,100,3,845555151
607,6,102,1,845555436
608,6,104,4,845554349
609,6,105,3,845553757
610,6,110,5,845553283
611,6,112,4,845553994
612,6,113,3,845556257
613,6,126,3,845555342
614,6,135,3,845554987
615,6,140,3,845555024
616,6,141,4,845553586
617,6,145,4,845553966
618,6,146,4,845555607
619,6,150,4,845553110
620,6,151,4,845553586
621,6,153,3,845553146
622,6,158,4,845553660
623,6,159,3,845555006
624,6,160,5,845553457
625,6,161,3,845553253
626,6,163,3,845553907
627,6,165,3,845553146
628,6,168,5,845553695
629,6,170,3,845554263
630,6,171,3,845555402
631,6,174,3,845554479
632,6,177,3,845554931
633,6,179,1,845555362
634,6,180,2,845555006
635,6,181,3,845553938
636,6,185,3,845553283
637,6,186,3,845553619
638,6,189,3,845556241
639,6,191,2,845554931
640,6,195,4,845554455
641,6,196,3,845553586
642,6,201,3,845556290
643,6,204,3,845553619
644,6,205,3,845555477
645,6,207,4,845554024
646,6,208,3,845553253
647,6,209,3,845556106
648,6,210,4,845556310
649,6,212,4,845556181
650,6,216,4,845554099
651,6,217,3,845555382
652,6,218,2,845553994
653,6,219,3,845556131
654,6,222,4,845554024
655,6,224,3,845553794
656,6,225,4,845553381
657,6,230,5,845553966
658,6,231,3,845553174
659,6,234,2,845554176
660,6,236,4,845553559
661,6,237,4,845553875
662,6,239,3,845554987
663,6,240,3,845555571
664,6,243,3,845555588
665,6,248,5,845554263
666,6,250,4,845555588
667,6,251,3,845556257
668,6,252,4,845553619
669,6,253,3,845553283
670,6,254,3,845555655
671,6,256,3,845553726
672,6,257,5,845554176
673,6,258,3,845555172
674,6,261,4,845553695
675,6,262,5,845554551
676,6,265,3,845553726
677,6,266,3,845553457
678,6,267,3,845554376
679,6,270,3,845555172
680,6,271,4,845555249
681,6,273,3,845553875
682,6,274,4,845555151
683,6,276,4,845553907
684,6,277,5,845553844
685,6,279,3,845555436
686,6,281,4,845554320
687,6,282,3,845553522
688,6,288,2,845553283
689,6,289,3,845554455
690,6,291,3,845555571
691,6,292,4,845553253
692,6,293,3,845553660
693,6,296,2,845553110
694,6,302,3,845555436
695,6,303,3,845554099
696,6,304,4,845555546
697,6,310,3,845556119
698,6,312,1,845555151
699,6,313,3,845555546
700,6,314,5,845554603
701,6,315,4,845553522
702,6,316,5,845553174
703,6,317,4,845553457
704,6,318,5,845553200
705,6,327,1,845554062
706,6,329,4,845553200
707,6,330,3,845555071
708,6,332,3,845555046
709,6,333,5,845553757
710,6,336,3,845556223
711,6,337,5,845553586
712,6,339,4,845553253
713,6,340,4,845555265
714,6,342,3,845553938
715,6,343,3,845555172
716,6,344,3,845553146
717,6,347,3,845555300
718,6,348,3,845553938
719,6,349,5,845553146
720,6,350,5,845553489
721,6,351,4,845554455
722,6,352,3,845555382
723,6,353,4,845553726
724,6,354,4,845555402
725,6,355,4,845553819
726,6,356,5,845553200
727,6,357,3,845553457
728,6,358,3,845555265
729,6,359,3,845556412
730,6,360,3,845555094
731,6,361,4,845554376
732,6,362,3,845553994
733,6,364,5,845553317
734,6,366,3,845554962
735,6,367,4,845553317
736,6,368,5,845553726
737,6,370,4,845553794
738,6,371,3,845554141
739,6,374,3,845554296
740,6,377,5,845553317
741,6,378,3,845554987
742,6,380,4,845553110
743,6,381,3,845553994
744,6,382,3,845554397
745,6,383,3,845554320
746,6,405,3,845554603
747,6,410,3,845553354
748,6,412,3,845554505
749,6,415,4,845554420
750,6,416,3,845554962
751,6,419,3,845554224
752,6,426,3,845554551
753,6,432,5,845553489
754,6,434,4,845553200
755,6,435,3,845553489
756,6,437,3,845554505
757,6,440,4,845553457
758,6,445,3,845555124
759,6,450,4,845555024
760,6,454,4,845553283
761,6,455,3,845554062
762,6,457,5,845553174
763,6,458,3,845555546
764,6,460,3,845555281
765,6,466,2,845553844
766,6,468,4,845553907
767,6,469,4,845555477
768,6,472,3,845555632
769,6,474,4,845553522
770,6,475,4,845554099
771,6,477,4,845554141
772,6,480,5,845553200
773,6,485,3,845553794
774,6,489,3,845554505
775,6,490,3,845554584
776,6,491,4,845554141
777,6,493,3,845555172
778,6,494,3,845554176
779,6,497,3,845553819
780,6,500,5,845553354
781,6,502,3,845554455
782,6,505,3,845555317
783,6,508,4,845553586
784,6,509,3,845553522
785,6,510,3,845555546
786,6,515,4,845553794
787,6,516,4,845554908
788,6,520,3,845553844
789,6,524,3,845554479
790,6,527,3,845553426
791,6,531,3,845554296
792,6,532,3,845554224
793,6,536,3,845556181
794,6,537,3,845554551
795,6,539,3,845553426
796,6,540,3,845554099
797,6,542,4,845554524
798,6,543,3,845554099
799,6,546,2,845554349
800,6,548,3,845554908
801,6,552,3,845553875
802,6,553,5,845553559
803,6,569,4,845555342
804,6,575,3,845555070
805,6,587,5,845553381
806,6,588,5,845553146
807,6,589,3,845553317
808,6,590,5,845553109
809,6,592,3,845553109
810,6,593,4,845553174
811,6,594,4,845553819
812,6,595,5,845553174
813,6,596,3,845554141
814,6,597,4,845553354
815,6,606,3,845555024
816,6,608,3,845553844
817,6,609,4,845555342
818,6,616,5,845554062
819,6,628,3,845555300
820,6,631,4,845555265
821,6,637,4,845555046
822,6,640,1,845555362
823,6,647,4,845555151
824,6,662,3,845556147
825,6,667,3,845555342
826,6,694,3,845555694
827,6,697,3,845556378
828,6,700,4,845556147
829,6,704,3,845555571
830,6,708,4,845554376
831,6,709,5,845555249
832,6,710,3,845556223
833,6,711,4,845555317
834,6,719,2,845555694
835,6,736,5,845553619
836,6,747,3,845555046
837,6,762,1,845555006
838,6,765,3,845555632
839,6,775,3,845556462
840,6,780,5,845556915
841,6,783,5,845554584
842,6,795,3,845556506
843,6,799,3,845555656
844,6,801,3,845556194
845,6,802,4,845554584
846,6,818,3,845555514
847,6,830,5,845556222
848,6,835,4,845556194
849,6,837,3,845556241
850,6,838,4,845555514
851,6,839,3,845556120
852,6,842,3,845555675
853,6,848,4,845556340
854,6,852,4,845555694
855,6,867,3,845556412
856,6,880,3,845556181
857,6,881,3,845556340
858,6,888,3,845556448
859,6,891,3,845556241
860,6,979,3,845556808
861,6,981,3,845556567
862,6,986,4,845556475
863,6,991,4,845556808
864,6,996,4,845556323
865,6,999,2,845556412
866,6,1004,4,845556506
867,6,1006,4,845556694
868,6,1042,3,845556462
869,6,1049,5,845556694
870,6,1061,4,845556860
871,6,1064,4,845556579
872,6,1073,3,845555571
873,6,1082,4,845556278
874,6,1084,3,845555454
875,7,1,4.5,1106635946
876,7,50,4.5,1106635993
877,7,58,3,1106635520
878,7,150,4.5,1106635925
879,7,165,4,1106635987
880,7,260,5,1106635933
881,7,356,5,1106635915
882,7,380,3,1106635937
883,7,466,5,1106635532
884,7,480,5,1106635917
885,7,587,2,1106635714
886,7,588,3,1106635971
887,7,589,2.5,1106635940
888,7,592,3,1106635922
889,7,593,5,1106635912
890,7,595,3.5,1106712636
891,7,648,4,1106635981
892,7,750,4,1106636810
893,7,780,4.5,1106635943
894,7,920,3,1106635685
895,7,924,4,1106712615
896,7,1101,4,1106635502
897,7,1183,1.5,1106712613
898,7,1196,4,1106635996
899,7,1208,4,1106635462
900,7,1210,4,1106635965
901,7,1219,5,1106635496
902,7,1220,4.5,1106635464
903,7,1240,5,1106712575
904,7,1246,1.5,1106635678
905,7,1270,5,1106635681
906,7,1517,3.5,1106635489
907,7,1584,5,1106635423
908,7,1610,4,1106635429
909,7,1617,3,1107127060
910,7,1682,3,1106635653
911,7,1784,0.5,1106635416
912,7,1917,4,1106635484
913,7,1923,1.5,1106635444
914,7,1954,4.5,1106635657
915,7,2019,5,1106713565
916,7,2324,2,1106712559
917,7,2353,3.5,1106635625
918,7,2529,5,1106635640
919,7,2628,1.5,1106712553
920,7,2640,3,1106635540
921,7,2671,4.5,1113542732
922,7,2683,2,1106635420
923,7,2688,2.5,1106713072
924,7,2701,1.5,1106713076
925,7,2717,3.5,1106713081
926,7,2762,4.5,1106635648
927,7,2858,4,1106712546
928,7,3114,4.5,1106635500
929,7,3354,1.5,1106713005
930,7,3408,4.5,1106712549
931,7,3578,1.5,1106636534
932,7,3623,1,1106712541
933,7,3793,3.5,1106635630
934,7,3869,5,1106635733
935,7,3916,4,1106636596
936,7,3977,2.5,1106635635
937,7,3994,3,1161738301
938,7,4018,4,1106712913
939,7,4223,2,1106635742
940,7,4246,2,1110855253
941,7,4306,4,1106635524
942,7,4310,0.5,1107127033
943,7,4370,4.5,1106712869
944,7,4643,1,1106635749
945,7,4700,1.5,1109746591
946,7,4844,1.5,1161738352
947,7,4874,3,1106635738
948,7,4886,4,1106636531
949,7,4896,4,1106636718
950,7,4963,4,1106636702
951,7,4993,4.5,1106636589
952,7,4995,4.5,1106636610
953,7,5218,3.5,1106712866
954,7,5349,3.5,1106636606
955,7,5378,0.5,1106635735
956,7,5445,4,1106636707
957,7,5459,3,1106712820
958,7,5464,3,1106636612
959,7,5502,1.5,1106635745
960,7,5618,5,1106713586
961,7,5816,4.5,1106635705
962,7,5952,4.5,1106636527
963,7,5989,4,1106636600
964,7,5991,4.5,1106712818
965,7,6333,4,1106636516
966,7,6365,4,1106712831
967,7,6534,0.5,1157949714
968,7,6539,4.5,1106636584
969,7,6863,4.5,1106712827
970,7,6934,2,1106712812
971,7,7143,4.5,1106636579
972,7,7153,4,1106636520
973,7,7155,3,1173051472
974,7,7445,4,1107473963
975,7,8207,4.5,1106713442
976,7,8360,3.5,1106636782
977,7,8368,2.5,1106636592
978,7,8373,2,1108602792
979,7,8528,4.5,1106636844
980,7,8636,4.5,1106636511
981,7,8665,3.5,1108602755
982,7,8666,1,1106779625
983,7,8783,1,1161738306
984,7,8798,4.5,1106636602
985,7,8808,1.5,1109746594
986,7,8865,1,1106713549
987,7,8870,3.5,1118025961
988,7,8907,1,1110757877
989,7,8908,4.5,1122333561
990,7,8949,4,1110757890
991,7,8957,4,1106636098
992,7,8958,3.5,1110173697
993,7,8961,4,1106636064
994,7,8965,1,1106636095
995,7,8970,2.5,1106636069
996,7,8972,2.5,1111552650
997,7,8984,4,1106636101
998,7,27741,3,1107474020
999,7,30812,3.5,1113353083
1000,7,30816,2,1107127004
1001,7,31878,3.5,1118025982
1002,7,32029,2,1118025946
1003,7,32031,1.5,1122940686
1004,7,32296,2,1118026013
1005,7,32587,3.5,1128486479
1006,7,33162,3.5,1116550784
1007,7,33493,1,1121041079
1008,7,33794,2,1121041002
1009,7,33836,1,1125442102
1010,7,34048,3,1121041015
1011,7,34319,4.5,1122333538
1012,7,37741,3.5,1162163504
1013,7,38388,3.5,1149548381
1014,7,42002,4.5,1144806100
1015,7,45499,4,1157949636
1016,7,45517,4.5,1157066190
1017,7,45668,1,1159225196
1018,7,45730,0.5,1161738279
1019,7,46530,1,1157949732
1020,7,48516,1,1169687318
1021,7,48783,4.5,1162163488
1022,7,48997,2.5,1174263740
1023,7,49272,4.5,1165876367
1024,7,49278,3.5,1174263775
1025,7,49286,0.5,1176181731
1026,7,49824,3,1173051469
1027,8,2,4,839463806
1028,8,10,2,839463509
1029,8,11,4,839463806
1030,8,21,4,839463564
1031,8,32,3,839463624
1032,8,34,5,839463546
1033,8,39,3,839463644
1034,8,47,4,839463546
1035,8,50,5,839463644
1036,8,110,3,839463527
1037,8,141,3,839464076
1038,8,150,4,839463422
1039,8,153,2,839463451
1040,8,185,5,839463509
1041,8,186,4,839463856
1042,8,208,3,839463509
1043,8,231,4,839463470
1044,8,235,3,839464076
1045,8,236,3,839463767
1046,8,252,3,839463856
1047,8,253,5,839463509
1048,8,282,3,839463767
1049,8,292,3,839463489
1050,8,296,4,839463422
1051,8,317,3,839463644
1052,8,318,5,839463489
1053,8,339,3,839463509
1054,8,356,3,839463527
1055,8,357,5,839463767
1056,8,364,5,839463546
1057,8,367,3,839463564
1058,8,377,4,839463644
1059,8,380,5,839463422
1060,8,432,1,839463702
1061,8,440,3,839463728
1062,8,454,4,839463546
1063,8,457,3,839463489
1064,8,480,4,839463527
1065,8,500,2,839463624
1066,8,527,5,839463728
1067,8,539,3,839463728
1068,8,586,3,839463702
1069,8,587,3,839463702
1070,8,590,5,839463422
1071,8,592,3,839463422
1072,8,593,4,839463470
1073,8,597,3,839463728
